-22.50,25.00,0.00,0.00,0.27,10.00,10.27
-22.20,25.36,2.45,5.00,0.41,10.00,15.40
-21.88,25.74,3.26,7.10,0.56,9.12,16.78
-21.46,26.25,4.04,8.58,0.80,9.04,18.41
-21.21,26.54,4.41,9.18,0.95,8.93,19.05
-20.64,27.23,5.08,10.14,1.33,8.86,20.33
-20.34,27.62,5.35,10.48,1.60,8.66,20.75
-19.67,28.45,5.59,10.76,2.18,8.37,21.32
-18.92,29.28,5.49,10.64,2.72,8.35,21.71
-18.53,29.66,5.33,10.44,2.94,8.51,21.90
-18.12,30.02,5.17,10.24,3.12,8.79,22.15
-17.32,30.66,4.87,9.85,3.43,9.02,22.30
-16.91,30.94,4.77,9.70,3.52,9.06,22.29
-16.08,31.41,4.46,9.26,3.58,9.40,22.24
-15.26,31.77,4.04,8.59,3.50,9.75,21.84
-14.87,31.91,3.86,8.27,3.42,9.82,21.51
-14.50,32.04,3.72,8.02,3.34,9.46,20.81
-13.79,32.28,3.42,7.44,3.20,9.44,20.07
-13.13,32.46,3.17,6.89,3.03,9.54,19.45
-12.83,32.55,3.13,6.79,2.98,9.33,19.10
-12.23,32.75,3.31,7.20,2.91,9.59,19.70
-11.92,32.85,3.50,7.60,2.88,9.75,20.23
-11.25,33.06,3.98,8.48,2.85,9.80,21.13
-10.88,33.18,4.24,8.91,2.84,9.92,21.67
-10.49,33.31,4.49,9.30,2.85,9.98,22.13
-10.07,33.44,4.70,9.61,2.84,9.95,22.40
-9.62,33.56,4.81,9.77,2.82,9.98,22.58
-8.69,33.78,4.81,9.77,2.76,9.93,22.45
-7.75,34.02,4.83,9.79,2.79,9.89,22.47
-7.29,34.14,4.93,9.93,2.82,9.84,22.59
-6.82,34.26,5.09,10.14,2.87,9.76,22.76
-5.83,34.53,5.41,10.55,3.03,9.68,23.26
-5.32,34.69,5.50,10.66,3.18,9.45,23.29
-4.80,34.84,5.58,10.75,3.34,9.15,23.24
-4.27,35.00,5.57,10.74,3.52,9.14,23.41
-3.75,35.17,5.64,10.82,3.73,8.98,23.53
-2.71,35.58,5.92,11.15,4.36,8.87,24.38
-2.18,35.84,5.99,11.22,4.80,8.28,24.30
-1.64,36.11,5.96,11.19,5.29,7.76,24.24
-0.58,36.63,5.83,11.04,6.27,7.59,24.91
0.49,37.08,5.64,10.82,7.17,7.45,25.45
1.03,37.27,5.42,10.55,7.56,7.64,25.76
1.56,37.42,5.25,10.34,7.91,7.93,26.18
2.08,37.56,5.03,10.07,8.24,8.13,26.44
2.58,37.68,4.85,9.82,8.53,8.16,26.51
3.52,37.89,4.41,9.18,9.10,8.37,26.65
4.38,38.10,3.94,8.41,9.71,8.20,26.31
5.15,38.24,3.47,7.53,10.18,7.94,25.65
5.84,38.31,3.03,6.57,10.50,8.19,25.26
6.15,38.31,2.84,6.11,10.60,8.61,25.32
6.44,38.30,2.66,5.63,10.67,9.07,25.37
6.72,38.27,2.51,5.18,10.72,9.29,25.19
6.98,38.25,2.42,4.90,10.77,9.48,25.15
7.46,38.22,2.25,4.36,10.88,9.42,24.67
7.91,38.17,2.11,3.84,10.96,9.28,24.08
8.12,38.16,2.12,3.90,11.02,9.48,24.40
8.55,38.14,2.42,4.91,11.17,9.12,25.20
8.78,38.13,2.65,5.60,11.25,9.01,25.86
9.32,38.09,3.17,6.90,11.43,8.98,27.31
9.95,38.01,3.65,7.88,11.59,8.97,28.44
10.67,37.86,3.75,8.06,11.67,9.25,28.98
11.03,37.75,3.66,7.90,11.66,9.64,29.20
11.71,37.49,3.36,7.30,11.56,9.95,28.81
12.32,37.21,3.12,6.77,11.39,9.66,27.83
12.90,36.97,3.13,6.81,11.31,9.36,27.48
13.49,36.74,3.46,7.52,11.27,9.65,28.44
14.14,36.49,3.94,8.41,11.26,9.90,29.57
14.88,36.20,4.47,9.28,11.28,10.00,30.56
15.29,36.04,4.75,9.68,11.30,9.88,30.87
16.18,35.69,5.24,10.34,11.37,9.82,31.53
17.14,35.27,5.57,10.73,11.43,9.73,31.89
18.17,34.84,5.92,11.14,11.59,9.75,32.48
19.26,34.38,6.35,11.60,11.82,9.52,32.94
20.44,33.89,6.84,12.08,12.15,9.35,33.58
21.06,33.63,7.10,12.32,12.36,9.16,33.84
21.70,33.36,7.34,12.54,12.60,9.07,34.20
22.37,33.07,7.56,12.73,12.85,8.97,34.55
23.06,32.78,7.76,12.90,13.16,8.95,35.00
24.51,32.22,7.96,13.05,13.96,8.75,35.77
25.97,31.60,7.71,12.85,14.80,8.40,36.06
26.67,31.27,7.49,12.66,14.81,8.35,35.82
27.96,30.53,6.98,12.21,14.20,8.51,34.92
29.08,29.69,6.48,11.74,13.88,8.72,34.34
29.56,29.25,6.20,11.45,13.82,9.25,34.52
30.41,28.35,5.66,10.85,13.85,9.70,34.39
31.15,27.50,5.06,10.11,13.89,9.97,33.97
31.47,27.09,4.77,9.71,13.95,9.97,33.64
31.75,26.68,4.53,9.36,14.06,9.68,33.10
32.23,25.92,4.15,8.77,14.27,9.44,32.49
32.63,25.18,4.21,8.86,14.56,9.38,32.81
32.83,24.82,4.36,9.10,14.69,9.05,32.83
33.05,24.45,4.54,9.38,14.79,9.18,33.35
33.48,23.64,4.98,10.00,14.97,9.35,34.31
33.91,22.74,5.49,10.65,14.65,9.30,34.61
34.40,21.75,6.05,11.28,14.41,9.17,34.85
34.95,20.66,6.61,11.86,14.20,9.43,35.49
35.54,19.49,6.74,11.98,14.07,9.61,35.66
35.84,18.89,7.14,12.36,14.03,9.79,36.18
36.48,17.60,7.89,13.00,14.01,9.89,36.90
37.14,16.16,8.61,13.56,14.00,9.95,37.50
37.49,15.39,8.95,13.81,14.05,9.90,37.76
38.23,13.76,9.55,14.21,14.26,9.76,38.24
38.97,12.00,9.64,14.28,14.56,9.54,38.37
39.35,11.11,9.55,14.22,14.77,9.43,38.41
40.07,9.39,9.54,14.21,14.69,9.29,38.19
40.44,8.52,9.60,14.25,14.35,9.04,37.64
40.81,7.62,9.58,14.23,13.98,8.91,37.12
41.57,5.84,9.49,14.18,13.04,8.83,36.05
41.98,4.98,9.45,14.15,12.45,8.47,35.07
42.40,4.13,9.39,14.11,11.80,8.12,34.03
43.23,2.44,9.17,13.96,10.41,7.93,32.29
43.60,1.56,8.96,13.81,9.73,7.72,31.26
44.29,-0.09,8.52,13.49,8.42,7.88,29.79
44.56,-0.88,8.26,13.29,7.87,7.73,28.89
44.79,-1.68,7.96,13.06,7.36,8.01,28.42
44.93,-2.47,7.65,12.80,7.00,8.18,27.98
45.08,-3.99,7.03,12.26,6.50,8.65,27.40
45.13,-5.39,6.36,11.60,6.10,8.96,26.66
45.06,-6.66,5.68,10.86,5.90,9.10,25.86
44.98,-7.23,5.35,10.47,5.89,9.46,25.82
44.87,-7.77,5.04,10.07,5.93,9.92,25.93
44.58,-8.74,4.46,9.25,6.14,9.80,25.20
44.25,-9.57,4.03,8.57,6.45,9.46,24.48
43.96,-10.32,3.89,8.33,6.68,9.07,24.08
43.70,-11.06,4.13,8.74,6.85,9.22,24.81
43.42,-11.84,4.56,9.40,6.99,9.45,25.84
43.11,-12.71,5.05,10.10,7.11,9.56,26.77
42.77,-13.66,5.62,10.80,7.21,9.67,27.67
42.39,-14.72,6.18,11.42,7.25,9.80,28.48
41.97,-15.89,6.68,11.92,7.24,9.95,29.11
41.75,-16.51,6.66,11.91,7.21,9.90,29.02
41.29,-17.77,7.28,12.49,7.10,9.81,29.40
40.74,-19.12,7.86,12.97,6.99,9.69,29.64
40.16,-20.58,8.35,13.36,6.74,9.68,29.78
39.55,-22.14,8.85,13.74,6.35,9.45,29.54
38.89,-23.78,9.07,13.89,5.84,9.24,28.97
38.14,-25.43,8.76,13.67,5.32,9.05,28.04
37.29,-26.95,8.19,13.24,4.99,9.07,27.29
36.32,-28.27,7.53,12.70,4.95,9.34,26.99
35.81,-28.84,7.20,12.41,5.04,9.84,27.29
35.29,-29.35,6.89,12.13,5.20,9.70,27.03
34.77,-29.82,6.61,11.86,5.39,9.42,26.67
34.26,-30.27,6.38,11.63,5.57,9.28,26.48
33.31,-31.11,5.99,11.21,5.84,9.28,26.34
32.39,-31.88,5.57,10.75,6.10,9.46,26.31
31.54,-32.60,5.34,10.46,6.27,9.45,26.18
30.73,-33.30,5.34,10.46,6.38,9.64,26.48
30.32,-33.64,5.46,10.61,6.42,9.77,26.80
29.91,-33.99,5.65,10.84,6.44,9.84,27.12
29.49,-34.36,5.84,11.05,6.43,9.91,27.39
28.62,-35.14,6.13,11.37,6.37,9.92,27.66
28.17,-35.56,6.18,11.42,6.27,9.76,27.45
27.26,-36.39,6.20,11.45,6.06,9.48,26.99
26.32,-37.20,6.41,11.66,5.87,9.45,26.98
25.84,-37.61,6.57,11.82,5.73,9.48,27.04
25.34,-38.03,6.72,11.97,5.60,9.35,26.92
24.34,-38.93,7.07,12.29,5.17,9.36,26.83
23.33,-39.94,7.42,12.61,4.49,9.00,26.10
22.25,-40.95,7.42,12.60,3.79,8.53,24.92
21.69,-41.43,7.26,12.47,3.47,8.53,24.46
20.52,-42.29,6.78,12.02,2.99,8.72,23.73
19.93,-42.64,6.50,11.75,2.86,8.96,23.57
18.77,-43.22,6.02,11.25,2.77,9.42,23.43
18.21,-43.48,5.79,11.00,2.73,9.71,23.44
17.67,-43.71,5.54,10.70,2.72,9.79,23.21
17.14,-43.90,5.31,10.42,2.74,9.91,23.08
16.14,-44.27,4.97,9.98,2.76,9.89,22.63
15.68,-44.45,4.90,9.89,2.73,9.97,22.60
14.76,-44.81,4.85,9.82,2.64,9.83,22.29
13.87,-45.20,4.72,9.63,2.44,9.66,21.74
13.44,-45.38,4.71,9.62,2.35,9.37,21.34
12.56,-45.74,4.90,9.89,2.12,9.38,21.40
12.12,-45.93,5.06,10.10,2.00,9.27,21.37
11.65,-46.11,5.20,10.29,1.87,9.21,21.37
11.17,-46.29,5.37,10.50,1.76,9.25,21.51
9.58,-46.71,5.98,11.20,1.63,9.36,22.20
8.99,-46.80,6.16,11.40,1.69,9.67,22.76
8.38,-46.85,6.31,11.56,1.81,9.75,23.11
7.12,-46.90,6.55,11.80,2.13,9.49,23.42
5.81,-46.88,6.90,12.13,2.52,9.33,23.99
4.43,-46.88,7.33,12.52,2.82,9.23,24.58
3.70,-46.88,7.56,12.73,2.95,9.46,25.13
2.96,-46.88,7.63,12.79,3.05,9.55,25.39
2.19,-46.88,7.67,12.82,3.13,9.64,25.60
-0.18,-46.92,8.74,13.66,3.17,9.74,26.56
-1.04,-46.93,9.08,13.90,3.12,9.90,26.92
-1.94,-46.94,9.40,14.12,3.04,9.80,26.96
-3.82,-46.98,10.03,14.53,2.72,9.69,26.94
-5.83,-47.03,10.64,14.90,2.22,9.28,26.39
-9.07,-47.08,11.06,15.14,1.12,9.03,25.29
-10.18,-47.05,10.89,15.05,0.73,8.86,24.64
-12.34,-46.86,10.38,14.74,0.09,8.93,23.77
-14.36,-46.46,9.81,14.38,-0.25,9.02,23.15
-16.29,-45.82,9.19,13.98,-0.26,9.41,23.12
-17.14,-45.42,8.73,13.65,-0.10,9.87,23.42
-18.60,-44.76,7.21,12.42,0.06,9.56,22.04
-19.90,-44.14,6.60,11.85,0.17,9.82,21.83
-20.49,-43.81,6.32,11.57,0.26,9.86,21.69
-21.57,-43.17,5.81,11.02,0.48,9.65,21.15
-22.53,-42.50,5.65,10.83,0.79,9.58,21.20
-23.00,-42.18,5.66,10.85,0.91,9.30,21.06
-23.94,-41.54,5.94,11.16,1.10,9.43,21.69
-24.93,-40.88,6.38,11.63,1.25,9.59,22.46
-25.99,-40.16,6.88,12.12,1.33,9.73,23.18
-26.55,-39.78,7.13,12.35,1.35,9.88,23.59
-27.13,-39.38,7.22,12.43,1.35,9.96,23.74
-27.73,-38.98,7.25,12.46,1.33,9.95,23.74
-28.96,-38.18,8.02,13.10,1.17,9.86,24.14
-29.61,-37.74,8.38,13.39,1.05,9.61,24.05
-30.29,-37.28,8.72,13.64,0.92,9.53,24.09
-30.99,-36.78,9.01,13.85,0.80,9.50,24.14
-32.42,-35.68,9.45,14.15,0.57,9.53,24.25
-33.16,-35.11,9.62,14.26,0.41,9.53,24.21
-33.91,-34.51,9.67,14.29,0.23,9.45,23.98
-35.42,-33.31,9.43,14.14,-0.24,9.40,23.31
-36.16,-32.71,9.29,14.04,-0.53,9.19,22.70
-36.89,-32.12,7.78,12.91,-0.82,9.08,21.16
-37.55,-31.55,7.45,12.63,-1.08,9.03,20.58
-38.16,-31.01,7.43,12.61,-1.33,9.10,20.38
-39.31,-30.06,7.20,12.41,-1.97,9.07,19.51
-39.86,-29.67,7.33,12.53,-2.38,8.68,18.83
-40.98,-28.74,6.31,11.56,-3.11,8.18,16.63
-41.93,-27.81,6.01,11.24,-3.62,8.48,16.10
-42.33,-27.33,5.85,11.07,-3.77,8.81,16.10
-43.03,-26.42,5.07,10.12,-3.99,9.28,15.41
-43.53,-25.53,4.50,9.32,-3.92,9.39,14.79
-43.89,-24.69,4.06,8.62,-3.71,9.87,14.78
-44.14,-23.90,3.60,7.79,-3.39,9.39,13.80
-44.30,-23.19,3.28,7.14,-3.01,8.91,13.05
-44.38,-22.86,3.22,7.01,-2.85,8.55,12.71
-44.55,-22.24,3.14,6.82,-2.59,8.64,12.87
-44.71,-21.63,2.97,6.43,-2.32,8.88,12.98
-44.86,-21.06,2.92,6.30,-2.12,8.80,12.98
-44.94,-20.79,2.93,6.32,-2.03,9.05,13.34
-45.09,-20.23,2.97,6.42,-1.85,9.09,13.66
-45.17,-19.95,3.00,6.49,-1.77,9.14,13.86
-45.33,-19.38,3.07,6.67,-1.60,9.18,14.24
-45.42,-19.09,3.02,6.56,-1.53,9.26,14.28
-45.50,-18.79,3.07,6.66,-1.46,9.30,14.50
-45.68,-18.16,2.59,5.44,-1.30,9.37,13.51
-45.78,-17.89,2.67,5.66,-1.31,9.36,13.71
-45.86,-17.65,3.13,6.81,-1.28,9.89,15.41
-45.95,-17.36,3.58,7.75,-1.24,9.68,16.19
-46.04,-17.04,4.01,8.54,-1.19,9.57,16.92
-46.15,-16.67,4.44,9.23,-1.14,9.62,17.70
-46.27,-16.26,4.84,9.81,-1.09,9.66,18.38
-46.69,-14.79,6.02,11.25,-0.95,9.71,20.02
-46.85,-14.23,6.13,11.37,-0.92,9.83,20.28
-47.18,-13.06,6.31,11.56,-0.91,9.90,20.55
-47.35,-12.46,6.50,11.75,-0.93,9.95,20.77
-47.70,-11.21,6.82,12.06,-1.00,9.88,20.95
-48.02,-9.88,6.99,12.22,-1.06,9.78,20.94
-48.36,-8.53,7.22,12.43,-1.21,9.79,21.01
-48.70,-7.13,7.47,12.65,-1.44,9.59,20.80
-48.98,-5.66,7.37,12.57,-1.61,9.47,20.42
-49.12,-4.20,6.95,12.18,-1.60,9.58,20.17
-49.08,-2.82,6.41,11.66,-1.33,9.93,20.26
-48.89,-1.56,5.82,11.03,-0.84,9.52,19.71
-48.75,-0.98,5.52,10.68,-0.52,8.95,19.11
-48.41,0.06,5.04,10.08,0.17,8.50,18.75
-48.08,1.00,4.58,9.43,0.82,8.22,18.47
-47.72,1.85,4.20,8.86,1.49,8.16,18.51
-47.56,2.24,4.10,8.68,1.77,7.91,18.37
-47.41,2.63,4.08,8.65,2.04,8.08,18.77
-47.25,3.00,4.16,8.78,2.30,8.17,19.25
-46.97,3.79,4.49,9.30,2.76,8.11,20.17
-46.70,4.65,4.95,9.96,3.14,8.46,21.56
-46.39,5.60,5.45,10.59,3.55,8.85,23.00
-46.04,6.64,6.00,11.23,3.97,8.85,24.05
-45.85,7.20,6.29,11.53,4.17,8.97,24.68
-45.65,7.79,6.56,11.81,4.37,9.05,25.22
-45.22,9.03,7.06,12.29,4.78,9.12,26.18
-44.75,10.37,7.25,12.45,5.12,9.20,26.77
-44.28,11.76,7.89,13.00,5.38,9.40,27.78
-44.02,12.49,8.27,13.30,5.48,9.58,28.36
-43.49,14.06,8.92,13.78,5.59,9.68,29.04
-42.96,15.77,9.37,14.09,5.47,9.92,29.48
-42.69,16.66,9.56,14.23,5.35,9.70,29.27
-42.41,17.56,9.75,14.35,5.19,9.58,29.12
-41.82,19.41,9.62,14.26,4.79,9.46,28.51
-41.53,20.33,9.47,14.16,4.52,9.28,27.97
-40.94,22.13,9.15,13.95,3.92,9.16,27.03
-40.68,23.01,8.92,13.79,3.52,8.97,26.28
-40.16,24.72,8.35,13.36,2.68,8.71,24.75
-39.61,26.29,7.69,12.84,1.92,8.52,23.28
-38.98,27.68,6.98,12.22,1.38,8.58,22.17
-38.63,28.30,6.64,11.89,1.23,8.90,22.01
-38.26,28.87,6.33,11.58,1.15,9.35,22.08
-37.50,29.88,5.69,10.88,1.11,9.63,21.62
-36.72,30.69,5.07,10.12,1.29,9.83,21.24
-36.33,31.03,4.75,9.69,1.44,9.61,20.74
-35.94,31.34,4.48,9.29,1.63,9.17,20.10
-35.20,31.85,4.03,8.56,2.05,8.93,19.55
-34.86,32.08,3.81,8.18,2.24,8.69,19.11
-34.26,32.54,3.40,7.39,2.50,8.71,18.60
-33.75,32.99,3.08,6.69,2.62,9.08,18.39
-33.50,33.18,3.03,6.57,2.69,9.51,18.77
-33.27,33.37,3.07,6.67,2.76,9.38,18.81
-32.78,33.76,3.39,7.37,2.89,9.40,19.66
-32.23,34.17,3.87,8.29,3.07,9.41,20.77
-31.93,34.40,4.13,8.74,3.14,9.31,21.19
-31.61,34.64,4.39,9.15,3.21,9.47,21.83
-31.27,34.91,4.62,9.50,3.26,9.52,22.28
-30.53,35.46,5.00,10.02,3.42,9.68,23.12
-29.69,36.01,5.16,10.23,3.65,9.56,23.45
-28.84,36.60,5.25,10.35,3.80,9.40,23.55
-27.98,37.20,5.59,10.77,3.91,9.64,24.31
-27.05,37.84,6.08,11.32,3.97,9.77,25.06
-26.05,38.53,6.60,11.85,3.98,9.91,25.74
-24.96,39.29,6.96,12.19,3.91,9.94,26.05
-24.39,39.68,7.00,12.23,3.85,9.78,25.85
-23.82,40.08,7.39,12.58,3.76,9.69,26.03
-23.22,40.48,7.76,12.89,3.67,9.60,26.17
-21.94,41.37,8.49,13.47,3.36,9.60,26.42
-21.25,41.84,8.83,13.72,3.15,9.32,26.18
-19.77,42.81,9.31,14.06,2.68,9.23,25.96
-18.98,43.29,9.38,14.10,2.47,9.14,25.71
-18.16,43.74,9.35,14.08,2.29,9.27,25.64
-16.45,44.49,8.94,13.80,2.13,9.40,25.33
-14.75,45.00,8.20,13.25,2.29,9.65,25.18
-13.93,45.16,7.82,12.95,2.48,9.86,25.28
-12.38,45.32,7.13,12.35,3.03,9.39,24.77
-11.65,45.37,6.79,12.03,3.31,9.08,24.42
-10.30,45.47,6.24,11.48,3.76,8.93,24.17
-9.67,45.51,6.08,11.31,3.94,9.13,24.38
-7.86,45.64,6.10,11.34,4.37,9.21,24.92
-7.25,45.69,6.27,11.52,4.48,9.44,25.44
-6.63,45.73,6.47,11.72,4.58,9.51,25.81
-5.99,45.78,6.69,11.94,4.66,9.59,26.19
-5.34,45.82,6.91,12.15,4.73,9.67,26.55
-3.95,45.91,7.40,12.59,4.85,9.75,27.19
-3.95,45.91,7.40,12.59,4.85,9.84,27.28
-2.49,46.00,7.56,12.73,4.87,10.00,27.60
-2.49,46.00,7.56,12.73,4.87,9.96,27.56
-0.96,46.05,8.28,13.31,4.88,9.95,28.14
0.70,46.02,8.93,13.79,4.95,9.99,28.73
0.70,46.02,8.93,13.79,4.95,10.00,28.73
2.49,45.92,9.54,14.21,5.03,10.00,29.24
4.39,45.75,10.13,14.59,5.07,9.98,29.64
6.41,45.57,10.71,14.94,4.95,9.95,29.84
8.55,45.38,11.28,15.27,4.64,9.71,29.61
9.67,45.28,11.56,15.42,4.39,9.44,29.25
